Pallet_ID,timestamp,latitude,longitude,Fixed_Timestamp,Fixed_Timestamp_dt,time_diff_hours,prev_latitude,prev_longitude,distance_km,speed_kmh
A9638,24:04.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
A9638,56:08.1,39.50129779,-118.8523702,0,0,0.0,41.68284009,-91.88166617,2286.5137006294317,0.0
B01536,12:59.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B11072,31:35.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B11353,46:12.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B11353,22:11.0,38.94420319,-90.78285192,0,0,0.0,45.60385061,-122.1197577,2669.7487184317497,0.0
B21066,58:57.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B31356,26:59.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B31356,04:10.9,38.3984867,-89.82289166,0,0,0.0,45.63828173,-121.8366419,2749.9915606624313,0.0
B31557,54:54.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B3784,46:10.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B3784,15:44.7,37.57653641,-115.3160518,0,0,0.0,47.37990668,-121.2666713,1192.959248391654,0.0
B41397,44:59.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B41689,29:14.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B51013,10:39.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B51013,25:51.5,45.87255323,-109.8764303,0,0,0.0,41.16594064,-77.16871099,2675.97803516356,0.0
B51053,04:36.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B5322,33:22.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B5691,46:25.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B5939,38:51.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B71351,05:24.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B71351,40:11.1,39.02441382,-92.11105389,0,0,0.0,45.6031208,-122.4398591,2587.478645477687,0.0
B7883,00:08.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B7883,19:33.7,39.43140672,-102.8702157,0,0,0.0,34.99787092,-85.52405359,1613.309545172938,0.0
B81015,32:28.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B81015,31:16.1,45.78447022,-110.9609077,0,0,0.0,41.29385943,-77.48534398,2730.4687961907143,0.0
B81681,36:23.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B9255,36:26.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B9255,48:03.7,29.96896402,-99.05325392,0,0,0.0,32.62518202,-116.558979,1690.4415729071081,0.0
B9291,05:48.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
B9903,33:03.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C01014,21:33.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C01014,20:22.0,45.5035067,-111.0415714,0,0,0.0,41.08266499,-77.28673237,2761.8622439980845,0.0
C01682,46:38.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C01683,56:54.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C11010,48:56.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C11010,53:09.2,45.66076302,-108.7762422,0,0,0.0,40.91212685,-74.92004697,2776.3845139160285,0.0
C11534,42:24.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C1319,00:09.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C1875,30:55.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C1875,24:46.1,38.68947753,-99.54335806,0,0,0.0,33.97250349,-84.46757062,1449.0412152115584,0.0
C1905,56:00.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C1927,49:15.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C31400,57:35.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C31569,11:54.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C31654,32:40.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C3318,38:00.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C3817,53:12.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C51419,56:59.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C6789,47:20.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C6789,26:25.7,36.96971109,-114.9156997,0,0,0.0,46.57010217,-120.3981481,1158.9182661547059,0.0
C6938,27:22.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C71205,00:00.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C71384,19:47.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C71384,36:34.6,34.159634,-84.96322217,0,0,0.0,41.5097128,-112.1331736,2514.5813387348694,0.0
C7675,57:51.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C81225,44:26.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C81417,26:23.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C81502,46:53.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C81502,49:17.6,45.26790399,-118.1098386,0,0,0.0,34.25062047,-84.68126517,3086.654843296706,0.0
C91637,43:52.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C91637,26:44.3,33.44351511,-94.48216111,0,0,0.0,39.22551484,-76.36772396,1744.4066812755334,0.0
C91677,24:34.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
C9692,18:07.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D0627,45:37.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D0627,03:45.0,41.08861151,-115.6954646,0,0,0.0,41.69283772,-89.20863951,2207.5297072402714,0.0
D0631,38:26.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D0631,59:56.5,40.88204485,-117.5756444,0,0,0.0,41.70447471,-90.30309071,2276.6472261694507,0.0
D11401,07:47.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D1936,18:29.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D21549,51:30.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D31540,54:52.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D3262,38:14.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D3262,49:52.1,29.40936651,-98.27901735,0,0,0.0,32.9847107,-116.0209814,1734.4437379389472,0.0
D41056,59:07.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D51632,11:33.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D51632,14:55.6,34.43507653,-93.07176843,0,0,0.0,40.04014447,-75.20938068,1698.8851754621246,0.0
D61232,05:49.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D6310,09:25.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D71254,49:50.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D71408,31:47.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D8260,42:52.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
D8260,27:43.3,29.34746867,-98.16843073,0,0,0.0,32.73836011,-116.0889333,1749.2059107282253,0.0
D8923,17:25.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E01407,21:35.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E01668,50:41.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E0654,37:35.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E0654,20:12.6,39.4738248,-120.3184793,0,0,0.0,41.03060026,-96.16382922,2055.7162986419758,0.0
E11077,58:48.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E11218,12:58.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E11525,48:03.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E11560,45:51.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E21070,37:04.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E21659,34:13.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E2642,38:00.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E2642,38:23.2,39.71223663,-119.3210175,0,0,0.0,41.79450835,-93.5839671,2177.4974371163767,0.0
E3888,06:25.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E3888,25:50.1,39.5960097,-104.7650865,0,0,0.0,36.41813886,-86.98468282,1598.0047695800115,0.0
E4325,39:49.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E51395,23:23.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E51406,50:59.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E5632,59:34.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E5632,10:30.3,40.97858592,-117.7590104,0,0,0.0,41.37068457,-90.14467823,2307.7520023444545,0.0
E61022,43:17.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E61022,58:29.0,46.46658435,-112.6661192,0,0,0.0,41.40866208,-78.99031048,2739.7095514872335,0.0
E61523,07:18.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E6811,52:02.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E71630,20:15.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E71630,44:09.0,34.80719473,-92.27573489,0,0,0.0,39.96931564,-75.35145456,1601.3401606069203,0.0
E7300,07:37.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E81071,09:47.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E81537,43:33.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E81684,27:41.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
E8814,12:48.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F01415,55:47.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F0639,34:38.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F0639,06:41.9,39.8034576,-119.4173307,0,0,0.0,41.7641725,-92.02163982,2312.8491691416257,0.0
F0659,02:05.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F0659,23:35.2,39.35731085,-120.5714716,0,0,0.0,40.71588564,-97.1756118,1996.56383854622,0.0
F0663,16:01.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F0663,26:57.9,39.18654939,-120.8204431,0,0,0.0,40.55585497,-99.07624867,1861.761512128512,0.0
F21691,30:47.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F2813,12:13.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F2918,08:33.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F31510,20:52.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F31510,04:01.6,45.51357337,-121.8135776,0,0,0.0,36.21871397,-86.79995756,3098.1585032755274,0.0
F3315,04:47.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F3629,17:19.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F3629,56:33.9,40.69899343,-116.0838161,0,0,0.0,41.49349215,-90.21253856,2167.1921901296387,0.0
F41566,09:38.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F4637,02:56.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F4637,24:26.8,39.82572148,-118.7820588,0,0,0.0,41.89786136,-91.46135529,2305.0804143365363,0.0
F4646,02:31.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F4646,41:45.9,39.60450577,-119.8318689,0,0,0.0,41.39913673,-95.34648322,2078.094222520528,0.0
F4658,51:31.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F4658,02:27.7,39.36108321,-120.7240694,0,0,0.0,40.57700398,-96.95807783,2028.7019389718073,0.0
F51370,44:23.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F51370,49:46.8,36.86572081,-88.0691667,0,0,0.0,43.48153884,-116.5184315,2518.0137734415716,0.0
F5628,56:11.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F5628,46:00.1,40.76946172,-116.3442316,0,0,0.0,41.72786308,-89.71743843,2225.4419352124287,0.0
F61636,23:21.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F61636,16:28.8,33.37771939,-94.06357999,0,0,0.0,39.82698189,-75.92433168,1769.4556718854624,0.0
F6284,37:13.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F71675,43:32.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F7630,27:52.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F7630,49:22.8,40.82499637,-117.5668867,0,0,0.0,41.51364058,-90.2176254,2286.816307009129,0.0
F7906,07:29.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F81678,45:05.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F91222,44:01.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F91421,38:59.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F9651,55:20.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
F9651,48:31.2,39.43608839,-120.3785697,0,0,0.0,41.47604138,-95.87186775,2083.9932656342867,0.0
F9914,22:38.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G01414,45:35.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G01535,02:47.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G1647,13:04.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G1647,34:34.8,39.43011062,-119.9474326,0,0,0.0,41.511515,-95.16246401,2107.2477066317456,0.0
G21658,23:58.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G2779,25:23.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G2779,44:51.9,38.63894574,-115.0903876,0,0,0.0,47.78691346,-122.1409216,1165.4955414166245,0.0
G2876,42:23.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G2876,36:14.9,39.14922268,-99.7000261,0,0,0.0,33.99409689,-84.67836742,1458.8296740681392,0.0
G31255,09:59.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G41055,48:13.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G41411,13:47.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G4250,30:00.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G4250,52:41.7,30.22453899,-99.50637007,0,0,0.0,32.59424501,-117.0124843,1683.332807382158,0.0
G4652,05:53.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G4652,59:05.0,39.17681357,-120.1451518,0,0,0.0,41.18156395,-96.0729376,2055.6578879623557,0.0
G51543,36:46.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G51655,42:56.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G5683,39:40.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G61059,15:26.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G6656,09:16.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G6656,41:20.1,39.0887538,-120.4440651,0,0,0.0,40.9159338,-96.45539659,2051.9566659469274,0.0
G6913,11:09.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G81382,49:11.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G81382,55:46.6,34.69681362,-85.05637706,0,0,0.0,41.68211379,-112.7171479,2531.4811456802713,0.0
G81639,55:41.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G81639,47:15.3,32.97668299,-94.95163735,0,0,0.0,39.25457612,-76.67792465,1782.3944567970268,0.0
G8626,13:56.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G8626,53:11.2,40.8839386,-115.4179791,0,0,0.0,42.04326553,-88.18622045,2269.048965568487,0.0
G8635,41:49.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G8635,03:19.2,40.2342997,-118.5272458,0,0,0.0,41.61575583,-91.42630342,2278.47583611242,0.0
G8803,40:45.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G91024,15:59.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
G91024,52:59.6,46.93143694,-113.530668,0,0,0.0,41.39377293,-79.14863573,2794.211021989293,0.0
G91672,02:30.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H01026,43:12.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H01026,25:41.9,46.58674064,-113.6246156,0,0,0.0,41.41236675,-80.42310381,2703.117039558771,0.0
H01545,09:36.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H11043,42:58.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H11043,41:51.1,47.41360597,-116.7391416,0,0,0.0,41.82988445,-86.68819866,2447.537093183322,0.0
H11362,20:23.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H11362,47:22.9,37.27357787,-88.78178248,0,0,0.0,45.75099458,-118.3469032,2623.106879656322,0.0
H11669,21:28.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H2687,32:29.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H31228,15:03.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H31542,26:34.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H3801,20:34.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H41064,53:33.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H51390,11:59.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H51505,28:47.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H51505,00:37.1,45.71209914,-118.4918134,0,0,0.0,34.93312591,-85.22213604,3042.6427003680365,0.0
H61047,10:11.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H61047,19:58.1,47.33465862,-117.9742359,0,0,0.0,41.49912274,-87.32232749,2507.9078614929317,0.0
H61063,42:39.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H61364,40:47.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H61364,17:58.8,37.14904863,-88.66683114,0,0,0.0,45.21630296,-118.4501934,2636.555495494581,0.0
H71550,01:41.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H7625,03:22.7,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H7625,32:03.6,40.88179599,-114.4562556,0,0,0.0,41.70198369,-88.17350975,2194.8513061093045,0.0
H91405,39:35.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
H9296,23:19.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I11054,37:19.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I21001,32:42.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I21001,26:01.1,44.47968004,-103.8145049,0,0,0.0,40.5765736,-74.30772215,2448.963962070324,0.0
I21539,44:41.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I2783,36:04.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I2783,45:27.1,37.94328411,-114.790065,0,0,0.0,47.64335168,-121.355172,1202.9281831863232,0.0
I2930,58:08.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I31041,21:09.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I31041,25:32.3,47.26319518,-115.9866885,0,0,0.0,41.59106718,-86.29231584,2430.7601236648206,0.0
I31075,37:00.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I31245,17:58.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I3797,19:58.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I4280,41:51.5,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I51209,20:33.3,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I51631,51:02.1,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I51631,04:40.1,34.60750758,-92.78295572,0,0,0.0,39.68998387,-75.18844637,1658.2859462597169,0.0
I71039,48:27.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I71039,41:55.9,47.68819304,-115.6638216,0,0,0.0,41.66298176,-85.90618287,2435.7583668832594,0.0
I71246,28:02.6,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I7257,58:35.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I7257,43:25.7,29.77715177,-98.49327998,0,0,0.0,32.94409593,-116.3884891,1736.1363797878803,0.0
I81363,30:35.8,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I81363,57:34.8,37.45618772,-88.9850178,0,0,0.0,45.52458188,-118.3151807,2590.5176012569523,0.0
I81643,07:30.2,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
I81643,10:52.6,32.43465152,-96.87805528,0,0,0.0,39.3683688,-77.40764348,1913.4807115189685,0.0
I91526,58:15.0,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
J01251,19:13.4,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
J01261,12:03.9,38.537503979699956,-114.90130561199983,0,0,0.0,0.0,0.0,0.0,0.0
