Pallet_ID,timestamp,latitude,longitude
T21358,17:59,45.58212295,-121.1274859
Z7634,20:41,41.84579721,-90.74364448
F61636,23:21,39.82698189,-75.92433168
M7782,00:00,47.38684161,-121.687217
S1259,00:00,32.81935397,-116.6542685
I2783,00:00,47.64335168,-121.355172
X91009,00:00,40.8108636,-75.05129753
G8635,00:00,41.61575583,-91.42630342
D8260,00:00,32.73836011,-116.0889333
C91637,00:00,39.22551484,-76.36772396
B3784,00:00,47.37990668,-121.2666713
C11010,00:00,40.91212685,-74.92004697
S5636,00:00,41.52714575,-91.30082807
P0261,00:00,32.56591239,-116.2457177
P91359,00:00,45.71797783,-120.8417104
F4637,02:56,41.89786136,-91.46135529
J71638,14:39,39.61071982,-76.33930934
L0785,16:27,47.19041724,-121.1009764
K91360,19:11,45.59777034,-119.7698566
A9638,00:00,41.68284009,-91.88166617
F0639,00:00,41.7641725,-92.02163982
R1786,00:00,47.37538104,-120.9844169
D3262,00:00,32.9847107,-116.0209814
W2787,00:00,46.87805663,-120.8218839
N6263,00:00,32.61773681,-115.4030125
P21011,00:00,41.26860852,-75.70087176
G81639,00:00,39.25457612,-76.67792465
P4640,00:00,41.71554646,-92.40343422
C71205,00:00,30.43053101,-97.64475235
R9264,00:23,32.6556687,-114.6627766
Z6641,06:19,41.62379996,-92.915863
K2788,06:57,46.90100108,-120.6893357
T4874,07:57,33.89372295,-84.34184367
S81206,10:04,30.44877833,-97.96352955
N11361,10:11,45.73679536,-118.4064654
R81640,16:12,39.33634271,-76.82511849
H11362,20:23,45.75099458,-118.3469032
K3265,22:32,32.77455808,-114.4200842
P11207,00:00,30.31008145,-98.03367628
I81363,00:00,45.52458188,-118.3151807
C1875,00:00,33.97250349,-84.46757062
W4266,00:00,32.86636192,-114.4090247
E2642,00:00,41.79450835,-93.5839671
O01208,00:00,30.25523797,-98.04938926
H61364,00:00,45.21630296,-118.4501934
G2876,00:00,33.99409689,-84.67836742
W9267,00:00,32.80145889,-114.3387139
T21641,00:00,39.54272523,-77.24448026
C6789,00:00,46.57010217,-120.3981481
L2643,00:00,41.82991224,-93.66405722
T91365,00:00,45.57439951,-118.2404881
U2877,00:00,33.94205328,-84.71211715
K3268,00:00,32.65677888,-114.3639676
Q41642,00:00,39.28977417,-77.41143364
Q8790,00:00,46.57177193,-120.2208287
L61012,00:00,40.8034104,-76.79088683
Z61500,05:00,33.94342293,-84.33413986
A4878,05:21,34.00388898,-84.85672597
T6269,06:49,32.69321258,-113.9167312
I81643,07:30,39.3683688,-77.40764348
B51013,10:39,41.16594064,-77.16871099
V01366,11:23,45.50061839,-117.8396063
Y0879,16:50,34.48848459,-84.78131388
P0270,17:54,32.93397371,-113.6767578
I51209,20:33,30.07731135,-97.9141734
C01014,21:33,41.08266499,-77.28673237
P9791,00:00,46.0030957,-119.5884671
W61644,00:00,39.50872067,-77.99928724
U4880,00:00,34.16970733,-84.92494134
J4271,00:00,32.8470065,-113.3913006
P51210,00:00,29.98514674,-98.30392381
J2644,00:00,41.62884813,-94.59130666
B81015,00:00,41.29385943,-77.48534398
Z9272,00:00,33.14806913,-112.8487001
S01016,00:00,41.27790799,-77.4983375
U91645,00:00,38.95158547,-77.70425882
N6273,00:00,33.08702566,-112.5324458
O2645,00:00,41.50889294,-95.24668023
L3792,00:00,45.99900433,-119.234034
K3274,02:11,32.69031722,-112.4697219
O61367,02:23,44.43280246,-117.3276916
F4646,02:31,41.39913673,-95.34648322
U31211,10:54,29.96966635,-98.31673479
U21368,12:35,44.25071436,-117.1012927
G1647,13:04,41.511515,-95.16246401
X4275,13:16,33.07909768,-112.4934483
N71017,16:04,41.09129445,-77.74071533
Z81501,16:19,34.04761592,-84.78510192
U21646,19:18,39.07397108,-77.91877553
A1648,23:38,41.66592474,-95.57028669
K7881,00:00,35.06474285,-84.97056281
X61018,00:00,41.06739227,-78.21390323
V5793,00:00,45.6397736,-118.4395198
T0649,00:00,41.4129131,-95.711004
M6276,00:00,32.67783947,-111.6219615
K4882,00:00,34.86179406,-85.23200706
U31019,00:00,41.02883179,-78.45490349
L41647,00:00,38.87457807,-78.2283738
R81212,00:00,30.23180297,-98.27596775
R2650,00:00,41.24413533,-95.88623081
S9277,00:00,32.78010903,-111.3161402
C81502,00:00,34.25062047,-84.68126517
P3794,00:00,45.6805556,-118.3410474
T11648,00:00,39.11630423,-78.41233102
R31213,00:00,30.04501133,-98.32183602
F9651,00:00,41.47604138,-95.87186775
P1278,00:00,32.8672186,-111.4167425
K31020,00:00,40.87428614,-78.66358718
B7883,00:08,34.99787092,-85.52405359
P61649,00:20,38.76808831,-78.44104657
G4652,05:53,41.18156395,-96.0729376
J21650,10:36,39.04011489,-78.36020855
S2884,11:37,35.03253156,-85.3586461
Q0653,16:27,41.34720923,-95.89438886
S51214,21:23,30.40000666,-98.74488439
S21021,21:29,41.01335898,-78.90606264
S8885,23:06,34.93539697,-85.6100412
X01369,23:59,43.73896592,-116.7123771
O9279,00:00,32.18697738,-110.8154865
T11651,00:00,38.62562532,-78.46161885
E0654,00:00,41.03060026,-96.16382922
P91652,00:00,38.42542201,-78.8149385
I4280,00:00,32.16192498,-110.9191211
E61022,00:00,41.40866208,-78.99031048
F51370,00:00,43.48153884,-116.5184315
T41503,00:00,34.83167743,-85.19445524
Y51215,00:00,30.08497633,-99.14626669
Q51653,00:00,38.51148518,-78.63107537
Z1281,00:00,32.11110578,-110.8082702
L8886,00:00,35.27396972,-85.90471931
S31504,00:00,34.98107699,-85.26108236
Y5655,00:00,40.85927765,-96.16299946
K1282,04:00,32.15540216,-110.7109188
Z01371,04:47,43.42294669,-115.8749345
X51023,05:05,41.32631821,-79.06140429
G6656,09:16,40.9159338,-96.45539659
U2283,15:04,32.16615174,-110.6138893
G91024,15:59,41.39377293,-79.14863573
Z9795,19:23,44.81889406,-117.9951147
Y7657,19:50,40.90936737,-96.58852187
Z31372,00:00,42.84825389,-115.4752776
H51505,00:00,34.93312591,-85.22213604
J3796,00:00,44.72348726,-117.4748583
C31654,00:00,38.45337157,-79.13749182
Z31373,00:00,42.75756148,-115.3541714
F6284,00:00,32.03423356,-110.7114247
V11025,00:00,41.33332204,-79.61617664
G51655,00:00,38.37731291,-78.88740924
W0887,00:00,35.91203484,-86.59329367
S9285,00:00,31.82383023,-110.5984951
U81506,00:00,34.82467999,-85.48112173
F4658,00:00,40.57700398,-96.95807783
K01507,00:00,34.78923998,-85.47817455
O9286,00:00,32.06600412,-110.4359683
F0659,02:05,40.71588564,-97.1756118
K81656,03:27,37.88822013,-79.32724028
E3888,06:25,36.41813886,-86.98468282
K0287,10:26,31.77670518,-110.3112408
W71657,13:42,38.16290158,-79.13092185
P3889,17:54,36.32720151,-87.08722097
O61508,19:43,35.3688922,-86.03012086
I3797,19:58,44.08581274,-117.1329836
W7288,21:31,31.86995546,-109.8127242
M5660,23:12,40.58204228,-98.12215057
G21658,23:58,37.78654168,-79.23654952
Z11374,00:00,43.02771725,-114.7989611
P5890,00:00,36.30569757,-87.05294407
X7798,00:00,44.26582096,-117.022453
Y5289,00:00,32.44535216,-109.9673646
E21659,00:00,37.88999923,-79.16015239
Q4891,00:00,36.55139513,-87.38858534
H01026,00:00,41.41236675,-80.42310381
M1290,00:00,32.53990095,-109.6098825
P9661,00:00,40.89069218,-98.18682932
N11375,00:00,42.49147631,-114.7865031
W9799,00:00,43.96067546,-116.6358613
X7892,00:00,36.62614898,-87.39500929
K21027,00:00,41.05480486,-80.54407679
X41660,00:00,37.4680109,-79.59809837
J9662,00:00,40.47919523,-98.58942824
W21376,00:00,42.42899371,-114.4927066
B9291,05:48,32.23768903,-109.3459475
J71377,07:11,42.6350177,-114.3062153
K3800,10:28,43.5266086,-116.4528841
Y01509,10:40,35.74161858,-86.62861992
V2893,15:17,36.6575445,-87.81698328
X41028,15:54,41.04307971,-80.81739414
F0663,16:01,40.55585497,-99.07624867
J0292,16:53,32.05449361,-109.4642047
N11378,17:23,42.42461681,-113.9171785
H3801,20:34,43.76711152,-116.6627498
F31510,20:52,36.21871397,-86.79995756
W31216,22:38,30.97684124,-102.1024921
J8664,00:00,40.71701139,-99.33935133
R9894,00:00,36.81910324,-88.0443326
Y41029,00:00,41.38559186,-80.87836979
J6802,00:00,43.70040356,-116.1869819
K71511,00:00,35.91140685,-86.92912301
Q21217,00:00,31.07674944,-102.3189283
L9665,00:00,40.73443876,-99.84158965
N61030,00:00,41.28026913,-81.3148768
J9293,00:00,32.15427138,-108.7880024
G8803,00:00,43.64212411,-116.0743717
A91512,00:00,36.1601297,-86.69129362
X91661,00:00,37.34284908,-79.87799618
U81379,00:00,42.74891994,-113.5929815
X3895,00:00,37.15589658,-88.25088462
A0294,00:00,32.29168822,-108.4771057
R5804,00:00,43.56515497,-116.0421544
O01662,00:00,37.14848233,-80.06641295
U51031,00:00,41.21055001,-81.23495012
X4805,00:57,42.93444446,-115.7079471
U4295,01:10,32.009912,-108.4702964
L7896,01:12,37.11056713,-88.27914845
P11513,01:37,36.34727481,-87.08148538
W3666,08:50,40.90515115,-100.1222829
A0806,11:03,42.81658877,-115.3833086
W01514,11:48,36.52591911,-86.83706271
M3897,12:41,37.22463034,-88.46373903
E11218,12:58,30.78263957,-103.6643005
X1667,19:24,41.08779763,-100.5842456
H9296,23:19,32.21716168,-107.5129069
T3898,00:00,36.80143797,-88.28030514
S61380,00:00,42.08999548,-112.8357112
Q61515,00:00,36.74746859,-87.28300486
P91219,00:00,31.11674234,-104.2407668
J3297,00:00,32.10827284,-107.5666732
L0899,00:00,36.97347452,-88.56198699
O91663,00:00,37.40344133,-80.48828588
P21381,00:00,42.00690485,-112.6972762
O9668,00:00,40.94929963,-101.4004743
S8807,00:00,42.74414531,-115.4850045
Z91516,00:00,36.6244984,-87.48881309
X1298,00:00,32.28188236,-107.5285641
X7900,00:00,36.89147,-88.44387961
G81382,00:00,41.68211379,-112.7171479
M6669,00:00,41.19232505,-101.5941551
Q1808,00:00,42.76693622,-115.2448006
V11032,00:00,41.12931441,-82.45549687
U7299,00:00,32.48732903,-107.0432684
S5901,00:00,37.20739485,-88.85310851
X4809,01:32,42.68533211,-115.1336285
M41517,02:45,37.07957682,-87.70636151
M41220,03:19,31.27401395,-104.5223964
E7300,07:37,32.40796719,-106.9978694
Y71383,09:35,41.78067758,-111.9198658
S31664,18:22,37.00413378,-80.51046281
O9301,18:41,32.48752736,-106.7106051
C71384,19:47,41.5097128,-112.1331736
W5902,21:34,37.0152941,-88.87203392
A0670,22:47,41.2521926,-102.307925
P01518,23:08,37.02973835,-87.97559771
R01221,23:28,30.85689407,-104.9043727
N31033,00:00,41.48903451,-82.97827087
U3302,00:00,32.20838849,-106.756123
B9903,00:00,37.43249379,-88.93563433
K21034,00:00,41.47667161,-83.55324243
L11665,00:00,36.82714041,-81.18341335
N7303,00:00,31.80300577,-106.8044831
A3810,00:00,42.54704463,-114.3618054
J9671,00:00,41.24462757,-102.7487396
U4904,00:00,37.50323474,-88.73858027
N71035,00:00,41.43515668,-83.55800294
R8304,00:00,31.99971786,-106.5235752
E6811,00:00,42.69233643,-114.6664391
C1905,00:00,37.73788101,-89.1812548
W01036,00:00,41.65571336,-83.82848968
R2812,02:07,42.24934057,-114.551922
O4305,02:59,32.00557017,-106.2662122
F7906,07:29,37.76188863,-89.13855989
M61385,10:47,41.08668997,-111.7450981
F2813,12:13,42.16826656,-114.6177345
T0306,14:03,31.61625639,-106.5598945
M3672,15:36,41.4031765,-103.6670864
S3907,18:58,37.89718889,-88.95938477
L41666,19:55,36.84780517,-81.35731117
J41667,00:00,36.76029514,-81.43455479
M31386,00:00,41.06402233,-111.7228478
Q2307,00:00,31.51650762,-106.3121547
J0673,00:00,41.25852612,-104.2071137
O41387,00:00,41.06755429,-111.3806211
X0908,00:00,38.18997064,-89.10868394
F91222,00:00,31.34167927,-105.9240389
J4308,00:00,31.64409837,-106.1986392
V3674,00:00,41.32203042,-104.5499717
E01668,00:00,36.70878664,-81.52347417
W01388,00:00,41.32622583,-111.0115802
N6909,00:00,38.39491806,-88.99223762
T71037,00:00,41.56116864,-84.65947647
J51519,00:00,37.05256726,-88.67188879
C7675,00:00,41.16279584,-104.8062161
L8309,00:00,31.49872457,-105.8951572
Q71389,01:47,41.17748928,-110.8697392
V01038,04:51,41.49984731,-85.13280363
D6310,09:25,31.53403179,-105.8435093
H51390,11:59,41.17719669,-111.0014439
E8814,12:48,41.67102406,-114.9734524
V6676,18:58,41.20691052,-105.5835817
O3311,20:29,31.33193471,-106.0225068
H11669,21:28,36.91373854,-81.79134687
A51391,22:11,41.20153576,-110.7852093
W21223,00:00,31.65583211,-106.2578669
Y11520,00:00,37.49497485,-88.91934364
O0677,00:00,41.40711814,-105.200508
W0312,00:00,31.38192031,-105.6821825
A81670,00:00,36.93968742,-81.85016742
V01392,00:00,41.42610645,-110.5988129
X1815,00:00,41.53371213,-114.8992926
U21224,00:00,31.86984062,-106.3304589
N4678,00:00,41.39617861,-105.4195256
R81671,00:00,36.4092418,-82.20245317
T1313,00:00,31.15054258,-105.6463078
Y6816,00:00,41.41563973,-114.9529399
C81225,00:00,31.71802547,-106.4212099
I71039,00:00,41.66298176,-85.90618287
C3817,00:00,41.23795446,-115.0639937
W2314,00:00,31.12340735,-105.2473377
Q01040,00:00,41.58276673,-86.02672793
S3679,01:13,41.4684123,-105.904828
Q2910,02:16,38.59385154,-90.05703976
G91672,02:30,36.79255282,-82.50203459
V91393,02:59,41.57869416,-110.0682946
T81226,04:34,31.88293922,-106.6440941
F3315,04:47,31.14648011,-105.2786857
J71394,13:11,41.78112285,-109.4252713
W1911,13:45,38.47258123,-89.92949596
J11227,14:38,32.31822737,-106.738483
O3316,15:51,31.11276941,-104.8692096
Q81521,16:21,37.97825279,-89.02207331
I31041,21:09,41.59106718,-86.29231584
O11673,23:01,36.24061335,-82.69804833
E51395,23:23,41.72509841,-109.5186645
W6818,23:29,40.54325472,-114.780518
Q3317,00:00,30.84267198,-104.9049428
M31042,00:00,41.8108189,-86.50248784
R81674,00:00,36.24698072,-82.62099763
R5819,00:00,40.18812583,-114.8763562
C3318,00:00,31.06296525,-104.8269584
H11043,00:00,41.82988445,-86.68819866
W3680,00:00,41.53825623,-106.8776488
F71675,00:00,36.23052043,-82.72803559
K31522,00:00,38.11670936,-88.85202677
T4912,00:00,38.92050038,-90.29209742
M6820,00:00,39.98577325,-114.6502184
T91676,00:00,36.33706944,-83.28168147
T81044,00:00,41.61313837,-86.72485046
C1319,00:09,31.28033098,-104.185665
Z6821,03:53,39.993246,-114.8179947
E61523,07:18,38.41859164,-89.15430396
G6913,11:09,38.51456447,-90.30867558
M1320,11:13,30.94385148,-104.4398889
U91396,14:23,41.58694029,-108.1055029
H31228,15:03,32.26127396,-107.9256642
R1321,22:18,31.02721166,-104.2471982
F9914,22:38,38.69176894,-90.37876115
C91677,00:00,36.11393509,-83.74624028
Q31229,00:00,32.24290775,-108.3099592
Z01524,00:00,38.61273636,-89.48096314
B5322,00:00,31.17505633,-104.222712
N4915,00:00,38.74500709,-90.42570762
R6822,00:00,39.40647957,-114.950711
U91045,00:00,41.81439806,-87.12343615
R3777,00:00,39.03358749,-114.8978707
B41397,00:00,41.78878374,-107.1033426
F81678,00:00,35.65095137,-84.21916449
M9916,00:00,38.94001251,-90.66950915
J1681,00:00,41.89419709,-109.0605863
E11525,00:00,38.28551229,-89.63307894
Z8778,00:00,39.39825025,-114.8733726
X61679,00:00,35.61821161,-84.32934118
W9917,00:00,39.04998683,-91.05860837
J4682,00:00,41.83950277,-108.9572271
I91526,00:00,38.77646509,-89.71758447
L91046,00:00,41.61425527,-87.34015389
P7323,06:35,31.03455711,-102.9666066
F2918,08:33,38.56702383,-91.08938035
H61047,10:11,41.49912274,-87.32232749
Q91230,15:28,32.23866199,-109.3231629
Q0324,17:40,30.74551069,-103.1299876
R1919,20:02,38.95687548,-91.09993069
T01048,21:05,41.93373171,-87.63017
U41680,00:00,35.90023502,-84.7484894
N91527,00:00,38.65048903,-89.93634449
M1920,00:00,38.88215898,-91.47189948
M01398,00:00,41.18748854,-105.6749239
B81681,00:00,36.2362221,-84.89314475
G5683,00:00,41.51452841,-110.1039472
E4325,00:00,30.65232808,-102.4011669
X2921,00:00,38.83816584,-91.3751513
G2779,00:00,38.63894574,-115.0903876
C01682,00:00,36.352392,-85.19125348
T8684,00:00,41.42940322,-110.2038786
K9326,00:00,30.61606976,-101.912677
O6922,00:00,38.94442302,-91.57979409
J81231,00:00,32.42499314,-109.7965738
C01683,00:00,36.31810927,-85.55485137
X2685,00:48,41.39075758,-110.8724213
N6327,01:57,30.56270974,-101.9402898
Y0780,05:03,38.22361383,-114.9121158
D61232,05:49,31.83966734,-110.2855712
M6686,11:21,41.27721528,-111.022016
U4781,15:09,37.99389073,-114.8685606
R71233,15:53,31.74806775,-110.1666435
D8923,17:25,39.11035295,-92.04914575
R81528,19:45,38.63438679,-90.37601694
V51234,00:00,32.14494918,-110.5583969
Y21049,00:00,41.96521266,-87.87662413
T31399,00:00,41.12374526,-105.2340528
E81684,00:00,36.05708733,-85.82923049
M51529,00:00,38.58073035,-90.3001186
H2687,00:00,41.34438035,-111.2339259
S3328,00:00,30.79470705,-101.0646268
M7782,00:00,37.81964697,-115.0442544
M31235,00:00,31.74897303,-110.3819098
Q61685,00:00,36.34850134,-86.25406835
O7924,00:00,38.92521537,-92.39010381
I2783,00:00,37.94328411,-114.790065
M91236,00:00,31.85042966,-110.4560019
P1329,00:00,30.61823349,-100.7537726
T11686,00:00,36.03803884,-86.91381769
S41530,00:00,38.92100704,-90.77002857
J3688,00:00,40.76719844,-111.4653907
C31400,00:00,41.03138757,-104.2816015
V91687,00:00,36.29922315,-86.81492038
S81050,00:00,42.47176643,-89.14164283
J61531,00:31,38.90071527,-90.47996375
N9689,04:10,40.98770983,-111.4730417
D11401,07:47,41.14696818,-103.7018995
J51688,08:43,36.09323272,-87.01001606
Y51051,10:06,42.39741313,-88.80083891
L0690,14:44,40.74806191,-111.4502523
B3784,15:44,37.57653641,-115.3160518
M31237,16:18,32.31090436,-111.0629068
W41402,17:59,41.2327687,-103.3645068
W6330,19:28,30.42083118,-99.79634593
L31532,20:54,39.02404165,-90.81813894
L0785,00:00,37.62492962,-115.4399612
O2925,00:00,38.85817611,-93.49381072
B41689,00:00,35.90624478,-86.95529686
Q8926,00:00,39.14920914,-93.65314802
R81052,00:00,42.9992453,-89.04006418
R1786,00:00,37.26584236,-114.9581517
B5691,00:00,40.85682686,-111.9816501
O91238,00:00,32.34155222,-111.0301975
C1927,00:00,39.01377891,-93.74363313
G4250,00:00,30.22453899,-99.50637007
W2787,00:00,37.41282319,-114.9395433
T51403,00:00,41.014257,-102.4204953
T31690,00:00,35.62004956,-87.87311691
J2251,03:46,30.42161321,-99.49558835
B51053,04:36,42.99892845,-89.20512906
J2928,12:13,39.24704025,-94.43288595
U4252,14:50,30.33027136,-99.16592714
K2788,16:19,36.98710345,-115.1473434
M51239,16:43,32.69918638,-111.2157754
C9692,18:07,40.79066453,-112.0707068
O11404,19:11,41.01684572,-101.5933473
X2929,23:42,39.22672226,-94.87663164
T7253,00:00,30.19597125,-99.23235375
C6789,00:00,36.96971109,-114.9156997
Y61240,00:00,32.61280881,-111.6385184
A0693,00:00,40.58940516,-112.9419104
F21691,00:00,35.50380897,-89.53996551
R61533,00:00,38.95706697,-91.9671885
Z5254,00:00,30.1019448,-98.92133433
I11054,00:00,43.44878861,-89.36816225
T8694,00:00,40.65191854,-113.2472374
H91405,00:00,41.35527443,-101.6141641
C11534,00:00,39.06476711,-92.29969464
Q8790,00:00,36.62508054,-114.9219706
B9255,00:00,29.96896402,-99.05325392
G41055,00:00,43.70473731,-89.39816791
M4695,00:00,40.57977928,-114.2132148
I2930,00:00,38.91682887,-94.98712673
D41056,00:00,43.55853468,-89.77004607
Y0623,00:22,40.61336457,-114.0460549
G01535,02:47,38.87790763,-92.61240807
Z01241,07:04,33.5489391,-112.2111935
O5931,09:37,38.77863871,-95.24176186
W21057,10:01,43.35639762,-89.9279101
A8624,10:56,41.03822948,-114.2242793
J61692,11:49,35.08524943,-90.02650275
B01536,12:59,38.73582051,-93.11957918
P9791,16:55,36.38215208,-114.9042443
T0932,21:05,39.13290975,-95.30167918
L41242,00:00,33.53340248,-111.8219534
H7625,00:00,40.88179599,-114.4562556
N8256,00:00,29.72279154,-98.8828051
N6933,00:00,39.21075286,-95.41447067
I7257,00:00,29.77715177,-98.49327998
E81537,00:00,38.93993399,-93.74413444
P0934,00:00,39.16417939,-95.53085703
E51406,00:00,40.80078378,-99.33634821
G8626,00:00,40.8839386,-115.4179791
Z5258,00:00,29.72035023,-98.56837586
P9935,00:00,39.2860714,-95.69296577
D0627,03:45,41.08861151,-115.6954646
J51538,03:55,39.02283127,-94.05467402
T31058,04:32,44.18538851,-90.48264477
P91693,13:22,34.59417452,-92.02216442
G61059,15:26,43.95240956,-90.85618045
S1259,16:38,29.5052011,-98.28098979
D1936,18:29,38.93490753,-96.4028309
E01407,21:35,40.60570346,-99.02381728
Y61694,23:38,34.9249098,-92.50753802
D8260,00:00,29.34746867,-98.16843073
D71408,00:00,40.58328128,-98.8085438
O81695,00:00,34.4423898,-92.3759891
X01243,00:00,33.33724743,-112.8417908
P0261,00:00,29.47063143,-98.27857845
E71630,00:00,34.80719473,-92.27573489
I21539,00:00,38.96819342,-94.45130902
F5628,00:00,40.76946172,-116.3442316
Y01060,00:00,44.09036768,-91.39066278
D3262,00:00,29.40936651,-98.27901735
S61409,00:00,40.70047216,-97.86996032
X3937,00:00,38.87472034,-96.72480611
D31540,00:00,39.29649059,-94.85498945
F3629,00:00,40.69899343,-116.0838161
P71244,00:00,33.48357591,-113.4336882
I51631,04:40,34.60750758,-92.78295572
T61541,05:03,39.33114089,-94.59947673
S51061,09:56,44.16922247,-91.83664005
N6263,12:00,29.66193677,-97.86007381
D51632,14:55,34.43507653,-93.07176843
I31245,17:58,33.8064893,-114.1953844
J21062,20:50,43.75113209,-92.15986137
O61410,22:47,40.99705234,-97.03031292
R9264,23:05,29.56034939,-97.54904638
A11633,00:00,33.90902026,-93.3068059
C6938,00:00,38.78567527,-97.872232
I71246,00:00,33.81606136,-114.3667485
K3265,00:00,29.50455465,-97.22237316
P31634,00:00,33.72549992,-93.29094159
B5939,00:00,38.80522807,-97.90669873
H61063,00:00,43.46264066,-93.00072583
W4266,00:00,29.46293277,-96.81661143
F7630,00:00,40.82499637,-117.5668867
Y3940,00:00,38.85154612,-98.24582362
H41064,00:00,43.50548872,-93.07555471
W9267,00:00,29.83079056,-96.37808076
D0631,00:00,40.88204485,-117.5756444
V41065,04:27,43.47953341,-93.05127595
J51635,06:13,33.37434404,-94.00330916
K3268,07:22,29.74148924,-96.10026213
E5632,10:30,40.97858592,-117.7590104
T4874,13:17,39.03719816,-98.91057752
G41411,13:47,40.82106333,-96.43237441
F61636,16:28,33.37771939,-94.06357999
N01247,18:23,33.46682453,-115.8773843
T6269,18:27,29.92662668,-95.79898487
C1875,00:00,38.68947753,-99.54335806
H31542,00:00,40.25502153,-95.48803175
C91637,00:00,33.44351511,-94.48216111
P0270,00:00,29.59350884,-95.68155957
G2876,00:00,39.14922268,-99.7000261
G51543,00:00,40.34357503,-95.56081563
J71638,00:00,33.20120032,-94.72346266
J1633,00:00,40.70843046,-118.1647243
G81639,00:00,32.97668299,-94.95163735
U2877,00:00,39.24901257,-99.86886101
Z7634,00:00,40.27757155,-118.1544084
K91412,00:00,40.67840654,-95.89943699
Y81248,00:00,33.79913017,-116.3823831
B21066,00:00,43.78634559,-94.62637749
J4271,02:44,29.77430646,-95.48400644
G8635,03:19,40.2342997,-118.5272458
Y91067,09:51,43.50101036,-95.03683607
A4878,10:41,39.09264944,-101.0937608
Z9272,13:49,29.55016217,-95.39203468
S5636,13:53,39.98711768,-118.6711288
X91544,17:31,40.46859869,-96.24546044
O71068,20:46,43.49324259,-95.55804361
Y0879,22:09,39.20423509,-101.0744093
F4637,00:00,39.82572148,-118.7820588
N6273,00:00,29.5946525,-95.2558857
K11413,00:00,40.06200016,-95.52219411
Q51249,00:00,34.090944,-117.0857865
U4880,00:00,39.26713639,-101.4826028
P31250,00:00,33.84079386,-116.8996986
G01414,00:00,40.22434092,-95.44914326
F01415,00:00,40.20478113,-94.84265889
A9638,00:00,39.50129779,-118.8523702
K7881,00:00,39.33356084,-102.2639783
P21416,05:59,39.82022904,-94.8887065
F0639,06:41,39.8034576,-119.4173307
K4882,08:05,39.39824178,-102.2919577
P4640,17:15,39.47995785,-119.216372
J01251,19:13,33.88087711,-117.0813011
B7883,19:33,39.43140672,-102.8702157
A31069,00:00,43.8276315,-97.94329009
C81417,00:00,39.87367557,-95.00308068
Z6641,00:00,39.43909112,-119.5196156
S2884,00:00,39.48778449,-103.5116605
E21070,00:00,43.61305631,-98.55885346
E2642,00:00,39.71223663,-119.3210175
R81640,00:00,32.58736332,-96.92010188
W31418,00:00,39.276096,-94.59567168
L2643,00:00,39.82924153,-119.680667
T21641,00:00,32.58996483,-96.62568207
C51419,00:00,39.27168732,-94.52890496
W21252,00:00,34.35566299,-117.7945467
Q41642,00:37,32.66474262,-96.93480838
S8885,05:28,39.62151018,-103.8486087
V91253,09:34,34.36310613,-117.9344452
H01545,09:36,41.01611071,-97.52204063
E81071,09:47,43.57815656,-99.08560539
J2644,10:04,39.38451772,-119.411896
I81643,10:52,32.43465152,-96.87805528
A41546,19:47,40.68948479,-98.03305422
O2645,20:38,39.7230235,-119.364665
B11072,00:00,43.93607174,-99.67393365
F4646,00:00,39.60450577,-119.8318689
J61073,00:00,43.74574944,-99.62196773
D71254,00:00,34.35115401,-118.2094129
